ds,y
2020-01-01,-0.40473794617516456
2020-01-02,3.768997027689024
2020-01-03,5.52636906235101
2020-01-04,1.7988748837510693
2020-01-05,-2.520466495176851
2020-01-06,-5.080834636140693
2020-01-07,-3.988452625891667
2020-01-08,0.3532549497302323
2020-01-09,3.8253813132708268
2020-01-10,3.777965442825022
2020-01-11,0.9946294621204563
2020-01-12,-1.9406224754816996
2020-01-13,-4.245635199503666
2020-01-14,-3.9503767924943096
2020-01-15,0.7723880228337884
2020-01-16,3.495111556461027
2020-01-17,4.954285138351726
2020-01-18,2.9121972847269118
2020-01-19,-3.0256800106491
2020-01-20,-4.25863320190036
2020-01-21,-3.8460466344863558
2020-01-22,0.823881188254575
2020-01-23,3.319169109691375
2020-01-24,5.541904855491772
2020-01-25,2.3762969143642985
2020-01-26,-2.4784535534506675
2020-01-27,-5.22606584161246
2020-01-28,-4.107625373813247
2020-01-29,-0.6204906119229702
2020-01-30,3.3143063500023997
2020-01-31,5.882573660442843
2020-02-01,1.4748749872185862
2020-02-02,-1.4819036311650369
2020-02-03,-4.944738721200464
2020-02-04,-4.139418033048304
2020-02-05,-0.5804028044924028
2020-02-06,3.979822650415011
2020-02-07,3.8793651361538064
2020-02-08,2.4325085377675553
2020-02-09,-2.3637550415981603
2020-02-10,-5.819967044477369
2020-02-11,-4.464119738041759
2020-02-12,-0.029022054418070237
2020-02-13,4.45565220445994
2020-02-14,5.067132769120468
2020-02-15,1.8719666587678272
2020-02-16,-1.367755840155637
2020-02-17,-4.6939355061736645
2020-02-18,-4.102879771821956
2020-02-19,-0.6948380313167738
2020-02-20,4.855158995115805
2020-02-21,5.173050905560724
2020-02-22,1.9826341322023977
2020-02-23,-1.6949466443836902
2020-02-24,-4.886001143818268
2020-02-25,-3.856537195491353
2020-02-26,-0.407941844398827
2020-02-27,3.9306756238638854
2020-02-28,4.807943239685793
2020-02-29,2.3760602711860646
2020-03-01,-1.6808780005914976
2020-03-02,-5.34358318131663
2020-03-03,-4.0990623687233665
2020-03-04,0.0682812143190996
2020-03-05,3.766592573457226
2020-03-06,4.671447468920345
2020-03-07,2.1060363344719377
2020-03-08,-2.9178614309521853
2020-03-09,-5.253907575691042
2020-03-10,-3.856273886254735
2020-03-11,0.35134568909786235
2020-03-12,4.488616759899784
2020-03-13,5.12595143733478
2020-03-14,1.7406275091859824
2020-03-15,-2.0909574302249276
2020-03-16,-3.6489019349535163
2020-03-17,-4.342932400015546
2020-03-18,0.08621918035093923
2020-03-19,4.249160032590033
2020-03-20,4.651016923971991
2020-03-21,2.975651978748391
2020-03-22,3.393001409780046
2020-03-23,0.7010090915497678
2020-03-24,1.8177633796191914
2020-03-25,5.379404918005417
2020-03-26,9.945182860373475
2020-03-27,10.197893465780457
2020-03-28,7.370916256727536
2020-03-29,3.5476610172686778
2020-03-30,2.068045392064417
2020-03-31,1.1043238790985423
2020-04-01,-0.06891726554570313
2020-04-02,2.7152799575807887
2020-04-03,4.9259950061459765
2020-04-04,1.9493993690191842
2020-04-05,-2.6842481467871
2020-04-06,-5.204799774810491
2020-04-07,-3.6636132336928995
2020-04-08,0.08684209831778494
2020-04-09,3.061097194348541
2020-04-10,5.485774867036492
2020-04-11,2.6640788807361386
2020-04-12,-1.9825521988892925
2020-04-13,-4.301907457728207
2020-04-14,-3.554899470607883
2020-04-15,0.16755142023135958
2020-04-16,3.9191654675158256
2020-04-17,5.045146280419452
2020-04-18,1.9383245089791217
2020-04-19,-1.8315868003359437
2020-04-20,-4.288751163162732
2020-04-21,-3.490045161452909
2020-04-22,-0.18737952518062034
2020-04-23,4.161846016584846
2020-04-24,4.776307260348463
2020-04-25,1.734547528873626
2020-04-26,-2.0821686760265408
2020-04-27,-4.765752294680304
2020-04-28,-4.319657439552178
2020-04-29,-0.4319704927017295
2020-04-30,3.9880856348142073
2020-05-01,4.797403298114491
2020-05-02,1.699835717501447
2020-05-03,-2.0303198676566008
2020-05-04,-4.760096688610455
2020-05-05,-3.1396977138732463
2020-05-06,0.23775217313010896
2020-05-07,4.328988812040599
2020-05-08,3.2892178637032425
2020-05-09,1.697674662257376
2020-05-10,-2.038890196872987
2020-05-11,-4.565562971542402
2020-05-12,-4.685383747062129
2020-05-13,0.27361864779785716
2020-05-14,3.7914329427067965
2020-05-15,4.4152922358438955
2020-05-16,1.6388842488835944
2020-05-17,-2.3723691442296473
2020-05-18,-4.735279035888978
2020-05-19,-3.568939347256632
2020-05-20,0.7325341517998001
2020-05-21,3.644568416065206
2020-05-22,5.521651956754037
2020-05-23,2.3787730548125334
2020-05-24,-1.6626851808685301
2020-05-25,-4.620714152671913
2020-05-26,-3.575056087056796
2020-05-27,-0.20017475865656545
2020-05-28,4.095631933530662
2020-05-29,4.213052783001717
2020-05-30,1.3509299041826683
2020-05-31,-2.3605704558097904
2020-06-01,-5.930641831247534
2020-06-02,-2.9285956586332036
2020-06-03,-0.33606981046711343
2020-06-04,4.013268837522134
2020-06-05,4.780634019534143
2020-06-06,1.890099985100992
2020-06-07,-1.81052356172152
2020-06-08,-5.158488385986494
2020-06-09,-3.9164416299448295
2020-06-10,-0.4334423652848282
2020-06-11,3.385604109962921
2020-06-12,5.631680243186786
2020-06-13,3.044154945382872
2020-06-14,-1.4973413079779894
2020-06-15,-5.0565672014348975
2020-06-16,-3.281510128112971
2020-06-17,-0.04724251641777422
2020-06-18,3.4910201261066773
2020-06-19,5.888219791628027
2020-06-20,1.6046065755737962
2020-06-21,4.16868120456553
2020-06-22,2.0364815047628477
2020-06-23,2.7921994430247548
2020-06-24,6.334120178215042
2020-06-25,10.931875548066746
2020-06-26,12.146968259301115
2020-06-27,9.020105634117714
2020-06-28,4.877919437298088
2020-06-29,2.29577613724409
2020-06-30,3.055320906974965
2020-07-01,-0.1113828120191603
2020-07-02,4.030412322301506
2020-07-03,4.499766042722139
2020-07-04,2.3494855445475205
2020-07-05,-2.160627824435914
2020-07-06,-4.40996638559431
2020-07-07,-4.105782343817683
2020-07-08,0.7701055164442046
2020-07-09,4.216044776347233
2020-07-10,4.271011219884126
2020-07-11,2.6077941537786984
2020-07-12,-2.021411074491309
2020-07-13,-4.891585663458325
2020-07-14,-3.947494269601244
2020-07-15,-0.1708644469126922
2020-07-16,4.437270990261172
2020-07-17,4.603504315262858
2020-07-18,2.6250176576986215
2020-07-19,-2.187161038747229
2020-07-20,-4.837374630520248
2020-07-21,-4.040235669769051
2020-07-22,0.5230940585811072
2020-07-23,3.874434335185886
2020-07-24,4.755050640118122
2020-07-25,2.190902719874891
2020-07-26,-2.4812484580422884
2020-07-27,-4.547656057042454
2020-07-28,-4.674947243179114
2020-07-29,0.3555248077037322
2020-07-30,4.399429442989828
2020-07-31,5.382352758815028
2020-08-01,1.9110514904248044
2020-08-02,-1.9513779181303672
2020-08-03,-5.897187458357497
2020-08-04,-4.521776368927794
2020-08-05,-0.4384499607318062
2020-08-06,3.695339691196539
2020-08-07,5.117198286985659
2020-08-08,2.587262728470002
2020-08-09,-2.41289234672981
2020-08-10,-5.040235297873063
2020-08-11,-4.435374392342238
2020-08-12,-0.4064902118234143
2020-08-13,4.464259142458543
2020-08-14,5.2706852070959656
2020-08-15,2.057108355033261
2020-08-16,-2.0122076602182273
2020-08-17,-5.032937698513951
2020-08-18,-4.518753497773893
2020-08-19,0.274891120479155
2020-08-20,3.79640984356671
2020-08-21,5.128022839936423
2020-08-22,2.045202935255011
2020-08-23,-2.6030719034994507
2020-08-24,-5.074474125493389
2020-08-25,-4.268570009430841
2020-08-26,-0.05291084300759172
2020-08-27,3.9304212004711028
2020-08-28,4.990210737831338
2020-08-29,2.766461839265416
2020-08-30,-2.7294256410676887
2020-08-31,-4.476937316070244
2020-09-01,-3.9550054345443764
2020-09-02,-0.4237131312711976
2020-09-03,4.1639852942595805
2020-09-04,5.529345041843973
2020-09-05,2.7312057984513087
2020-09-06,-2.421007519417706
2020-09-07,-4.89922169303666
2020-09-08,-3.2727745724446002
2020-09-09,0.3335726935505516
2020-09-10,4.167795935298638
2020-09-11,4.880148074754182
2020-09-12,2.278376417757406
2020-09-13,-2.188673926668301
2020-09-14,-4.501239904979787
2020-09-15,-4.3308141287281465
2020-09-16,1.2576156691753198
2020-09-17,4.313205084808709
2020-09-18,3.6304721367391526
2020-09-19,2.7672495912364443
2020-09-20,-9.416580707765252
2020-09-21,-11.898607006658644
2020-09-22,-11.597368877789023
2020-09-23,-7.591811573602266
2020-09-24,-3.5385519976707083
2020-09-25,-2.127110815381406
2020-09-26,-4.97883150578024
2020-09-27,-9.477624168853259
2020-09-28,-12.306082833944767
2020-09-29,-11.233774234935709
2020-09-30,0.40189085295935334
2020-10-01,3.650831867701138
2020-10-02,4.365242502654197
2020-10-03,2.132330951405063
2020-10-04,-2.4141057791784917
2020-10-05,-4.120185394324922
2020-10-06,-4.211130517609329
2020-10-07,-0.08669592616504608
2020-10-08,4.496988322139985
2020-10-09,4.524310179559848
2020-10-10,2.517780372781671
2020-10-11,-2.948100340323529
2020-10-12,-5.046620850481366
2020-10-13,-3.715784452827949
2020-10-14,0.7551874054031907
2020-10-15,4.16338407097318
2020-10-16,5.738008347365268
2020-10-17,1.2640094433350684
2020-10-18,-2.5504254413554404
2020-10-19,-5.364701361137177
2020-10-20,-3.6400004839586018
2020-10-21,-0.07355452303075602
2020-10-22,3.7212137935235288
2020-10-23,4.6604621625963905
2020-10-24,2.1900660008896105
2020-10-25,-2.0048095717733116
2020-10-26,-5.5631845413048255
2020-10-27,-3.8037802540415306
2020-10-28,0.24074357889411718
2020-10-29,4.011504303251538
2020-10-30,5.521515229191213
2020-10-31,2.9757679803676407
2020-11-01,-3.1278167850010106
2020-11-02,-4.695591791054508
2020-11-03,-3.8695374789482844
2020-11-04,-0.40050158033018457
2020-11-05,4.14964287909904
2020-11-06,4.919822645436055
2020-11-07,2.764763437015385
2020-11-08,-2.0377102192803167
2020-11-09,-3.6760661998891337
2020-11-10,-3.988001295525197
2020-11-11,-0.07607245539682003
2020-11-12,4.361344332109847
2020-11-13,5.00885660449992
2020-11-14,0.9645719478327837
2020-11-15,-2.4333358384310224
2020-11-16,-4.370111712471172
2020-11-17,-4.204809997618202
2020-11-18,0.5366272356222052
2020-11-19,3.0276833663275795
2020-11-20,4.880345528007508
2020-11-21,1.7153865256295489
2020-11-22,-2.1545469299047726
2020-11-23,-4.917958920350325
2020-11-24,-4.778916744174454
2020-11-25,0.3706766301703237
2020-11-26,4.640941049309077
2020-11-27,3.844194085659114
2020-11-28,1.1685938840889551
2020-11-29,-2.088401286747985
2020-11-30,-5.319243500717997
2020-12-01,-4.997983718086936
2020-12-02,0.08510150768826417
2020-12-03,3.4856493045986783
2020-12-04,5.437968169993055
2020-12-05,1.781954396462187
2020-12-06,-1.9344191340165207
2020-12-07,-4.417111012776732
2020-12-08,-3.8429667322542285
2020-12-09,0.3655632025889186
2020-12-10,4.886159232689839
2020-12-11,5.1403788091419775
2020-12-12,1.6514890225523748
2020-12-13,-3.493868336042257
2020-12-14,-4.735307928687583
2020-12-15,-3.5563798052107733
2020-12-16,-0.6185457724520724
2020-12-17,3.1140378969160336
2020-12-18,5.448037444333658
2020-12-19,2.3889914383430333
2020-12-20,6.160244768994078
2020-12-21,2.496816298093032
2020-12-22,3.623303285728724
2020-12-23,7.799387042081057
2020-12-24,11.41603503348242
2020-12-25,12.758991238921688
2020-12-26,10.3042204554437
2020-12-27,6.805240191966682
2020-12-28,2.812553487034749
2020-12-29,3.8809680528024124
2020-12-30,-0.11886962338328379
2020-12-31,4.607844000658168
2021-01-01,4.44404446487214
2021-01-02,2.0418314127304438
2021-01-03,-2.2162935177521828
2021-01-04,-5.085282179938718
2021-01-05,-3.9399892560213714
2021-01-06,0.37265426807798646
2021-01-07,3.4597171813609506
2021-01-08,4.786254262816862
2021-01-09,2.5277620460899497
2021-01-10,-2.1256978151089423
2021-01-11,-4.776052110222238
2021-01-12,-3.9964136859827892
2021-01-13,-0.08046349318924086
2021-01-14,4.534425161855171
2021-01-15,5.479481262539647
2021-01-16,2.8489934061459494
